03-12-20;13:22:47;0;0;0;0;0;0;0;24.44;23.85;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:48;0;0;0;0;0;0;0;24.43;23.85;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:22:49;0;0;0;0;0;0;0;24.41;23.85;0;0;0;0;0;0;0;0;0;-0.56
03-12-20;13:22:50;0;0;0;0;0;0;0;24.41;23.86;0;0;0;0;0;0;0;0;0;-0.55
03-12-20;13:22:51;0;0;0;0;0;0;0;24.41;23.87;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:22:52;0;0;0;0;0;0;0;24.41;23.84;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:22:53;0;0;0;0;0;0;0;24.41;23.84;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:22:54;0;0;0;0;0;0;0;24.43;23.82;0;0;0;0;0;0;0;0;0;-0.61
03-12-20;13:22:55;0;0;0;0;0;0;0;24.43;23.83;0;0;0;0;0;0;0;0;0;-0.60
03-12-20;13:22:45;0;0;0;0;0;0;0;24.44;23.84;0;0;0;0;0;0;0;0;0;-0.60
03-12-20;13:22:46;0;0;0;0;0;0;0;24.44;23.81;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:47;0;0;0;0;0;0;0;24.44;23.81;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:48;0;0;0;0;0;0;0;24.44;23.82;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:49;0;0;0;0;0;0;0;24.44;23.82;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:50;0;0;0;0;0;0;0;24.42;23.83;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:51;0;0;0;0;0;0;0;24.41;23.84;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:22:52;0;0;0;0;0;0;0;24.42;23.85;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:22:53;0;0;0;0;0;0;0;24.42;23.84;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:22:54;0;0;0;0;0;0;0;24.43;23.84;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:55;0;0;0;0;0;0;0;24.43;23.84;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:56;0;0;0;0;0;0;0;24.41;23.85;0;0;0;0;0;0;0;0;0;-0.56
03-12-20;13:22:57;0;0;0;0;0;0;0;24.40;23.86;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:22:58;0;0;0;0;0;0;0;24.39;23.85;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:22:59;0;0;0;0;0;0;0;24.39;23.85;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:23:00;0;0;0;0;0;0;0;24.38;23.84;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:23:01;0;0;0;0;0;0;0;24.39;23.84;0;0;0;0;0;0;0;0;0;-0.55
03-12-20;13:23:02;0;0;0;0;0;0;0;24.41;23.84;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:23:03;0;0;0;0;0;0;0;24.41;23.84;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:04;0;0;0;0;0;0;0;24.42;23.84;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:23:05;0;0;0;0;0;0;0;24.43;23.83;0;0;0;0;0;0;0;0;0;-0.60
03-12-20;13:22:45;0;0;0;0;0;0;0;24.45;23.83;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:46;0;0;0;0;0;0;0;24.45;23.84;0;0;0;0;0;0;0;0;0;-0.61
03-12-20;13:22:47;0;0;0;0;0;0;0;24.45;23.84;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:48;0;0;0;0;0;0;0;24.45;23.84;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:49;0;0;0;0;0;0;0;24.45;23.84;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:50;0;0;0;0;0;0;0;24.45;23.84;0;0;0;0;0;0;0;0;0;-0.60
03-12-20;13:22:51;0;0;0;0;0;0;0;24.45;23.84;0;0;0;0;0;0;0;0;0;-0.62
03-12-20;13:22:52;0;0;0;0;0;0;0;24.44;23.84;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:53;0;0;0;0;0;0;0;24.44;23.85;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:54;0;0;0;0;0;0;0;24.45;23.85;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:55;0;0;0;0;0;0;0;24.44;23.86;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:22:56;0;0;0;0;0;0;0;24.45;23.85;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:57;0;0;0;0;0;0;0;24.44;23.86;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:22:58;0;0;0;0;0;0;0;24.44;23.85;0;0;0;0;0;0;0;0;0;-0.59
03-12-20;13:22:59;0;0;0;0;0;0;0;24.43;23.85;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:00;0;0;0;0;0;0;0;24.42;23.84;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:01;0;0;0;0;0;0;0;24.42;23.84;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:02;0;0;0;0;0;0;0;24.40;23.84;0;0;0;0;0;0;0;0;0;-0.55
03-12-20;13:23:03;0;0;0;0;0;0;0;24.38;23.84;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:23:04;0;0;0;0;0;0;0;24.37;23.84;0;0;0;0;0;0;0;0;0;-0.52
03-12-20;13:23:05;0;0;0;0;0;0;0;24.37;23.84;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:23:06;0;0;0;0;0;0;0;24.37;23.82;0;0;0;0;0;0;0;0;0;-0.55
03-12-20;13:23:07;0;0;0;0;0;0;0;24.38;23.80;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:08;0;0;0;0;0;0;0;24.38;23.80;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:09;0;0;0;0;0;0;0;24.38;23.80;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:10;0;0;0;0;0;0;0;24.38;23.80;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:11;0;0;0;0;0;0;0;24.37;23.80;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:23:12;0;0;0;0;0;0;0;24.37;23.80;0;0;0;0;0;0;0;0;0;-0.56
03-12-20;13:23:13;0;0;0;0;0;0;0;24.36;23.79;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:23:14;0;0;0;0;0;0;0;24.36;23.79;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:23:15;0;0;0;0;0;0;0;24.34;23.80;0;0;0;0;0;0;0;0;0;-0.55
03-12-20;13:23:16;0;0;0;0;0;0;0;24.34;23.81;0;0;0;0;0;0;0;0;0;-0.52
03-12-20;13:23:17;0;0;0;0;0;0;0;24.34;23.83;0;0;0;0;0;0;0;0;0;-0.52
03-12-20;13:23:18;0;0;0;0;0;0;0;24.37;23.84;0;0;0;0;0;0;0;0;0;-0.54
03-12-20;13:23:19;0;0;0;0;0;0;0;24.39;23.84;0;0;0;0;0;0;0;0;0;-0.55
03-12-20;13:23:20;0;0;0;0;0;0;0;24.41;23.83;0;0;0;0;0;0;0;0;0;-0.58
03-12-20;13:23:21;0;0;0;0;0;0;0;24.41;23.84;0;0;0;0;0;0;0;0;0;-0.57
03-12-20;13:23:22;0;0;0;0;0;0;0;24.43;23.84;0;0;0;0;0;0;0;0;0;-0.59
